Years,SSP245a,SSP245c,SSP245g,SSP245i
2124,4.897063732147217,8.8065605,5.2226396,5.8751044273376465
2125,4.948528289794922,10.473557,6.677293,5.767323017120361
2126,5.530018329620361,10.292504,6.8270884,5.388906002044678
2127,4.378305435180664,9.068007,7.253858,4.75469970703125
2128,5.1982645988464355,10.694836,7.2032776,5.6182637214660645
2129,5.364462375640869,10.425287,6.7903585,6.752523422241211
2130,4.637393951416016,8.662472,6.5056534,5.925545692443848
2131,5.234062194824219,9.444012,7.31302,4.930315017700195
2132,5.359647274017334,8.900073,7.2941356,5.832287788391113
2133,5.1788506507873535,9.208312,6.2071857,5.5007100105285645
2134,5.416518211364746,10.069149,5.1828904,6.9305419921875
2135,5.975428581237793,10.75034,6.565532,6.489562511444092
2136,5.07459020614624,9.913976,6.164303,7.206594467163086
2137,5.602786064147949,10.994336,4.90952,7.012691497802734
2138,5.330165386199951,12.072745,5.851513,5.4947686195373535
2139,6.343113422393799,12.336726,6.563097,5.369996547698975
2140,5.157993793487549,10.027381,6.8687243,5.528548717498779
2141,3.963216781616211,9.757751,6.087435,6.028088569641113
2142,5.121487617492676,9.629874,5.808486,5.674681663513184
2143,5.2146477699279785,8.589952,6.9969454,5.493415832519531
2144,5.104295253753662,7.9702415,6.51034,5.393937110900879
2145,5.102609157562256,9.747701,6.809887,5.251367568969727
2146,6.244686126708984,9.376835,6.181328,5.685162544250488
2147,5.97672700881958,8.896324,5.9173107,4.738000869750977
2148,4.286653518676758,8.393943,5.7325964,4.252900123596191
2149,4.9345197677612305,8.783513,5.7439957,5.481512546539307
2150,5.658964157104492,9.040358,5.3272386,4.733421802520752
2151,4.487452507019043,9.331225,7.024312,5.311531066894531
2152,3.4230477809906006,10.564326,7.0642533,6.188602924346924
2153,4.773417949676514,9.973906,6.147234,5.210658073425293
2154,5.1856465339660645,10.383714,6.2717123,3.922184944152832
2155,4.251928806304932,10.28146,5.6451545,5.200845718383789
2156,4.616525173187256,10.461555,6.0420127,4.566729545593262
2157,5.956550121307373,10.036303,6.723745,5.770798683166504
2158,5.179583549499512,10.532534,6.5078726,4.99357795715332
2159,4.847503662109375,9.740012,6.023736,5.554098129272461
2160,3.8298892974853516,9.887114,6.92273,5.924535751342773
2161,4.890805721282959,8.678956,5.690709,5.662339687347412
2162,5.142974853515625,8.16315,4.70051,4.9623703956604
2163,5.0626606941223145,8.370228,6.2062078,4.103218078613281
2164,7.3875298500061035,8.426257,6.1330748,5.7117133140563965
2165,5.4886555671691895,9.14902,7.657753,3.628812313079834
2166,5.6698102951049805,9.558446,6.233419,4.511306285858154
2167,5.863377571105957,9.938354,6.282643,4.929272174835205
2168,5.779732704162598,12.276849,6.7085814,3.816666841506958
2169,5.394055366516113,13.436422,5.0510426,2.9841926097869873
2170,5.673018455505371,13.620922,7.1118565,3.6000325679779053
2171,4.894031047821045,14.524216,6.844854,4.103569507598877
2172,4.470605850219727,13.365996,6.462391,4.905636310577393
2173,4.149317741394043,13.843618,6.946211,5.113046646118164
2174,4.94478702545166,12.705647,7.0593543,5.333835124969482
2175,3.472287178039551,11.677247,5.7232475,5.03828239440918
2176,3.7053000926971436,10.572802,5.60939,5.044744491577148
2177,3.73933482170105,10.764225,6.276925,5.470887660980225
2178,4.1240057945251465,11.538988,5.2236,5.2048444747924805
2179,3.911041021347046,10.891844,5.688646,5.28684139251709
2180,5.780718803405762,11.665434,5.7318387,6.390524864196777
2181,6.155572891235352,12.639735,5.076112,6.175689220428467
2182,4.696283340454102,12.830276,6.3006673,5.049839973449707
2183,4.749894142150879,13.109527,5.9073076,4.730737686157227
2184,6.316523551940918,14.5312805,6.2388606,5.008448600769043
2185,4.122662544250488,15.142568,6.1317425,3.863351821899414
2186,4.470639228820801,15.1304,5.490071,4.061612606048584
2187,5.1781005859375,15.792661,4.866538,4.808745861053467
2188,3.8537869453430176,15.3532915,4.4915543,5.329315662384033
2189,4.187658786773682,16.598278,5.5017023,5.343206405639648
2190,4.398333549499512,14.921735,4.73679,6.09975004196167
2191,4.665918827056885,14.656367,5.0317607,6.171216011047363
2192,3.4803247451782227,13.889404,5.5327916,5.966741561889648
2193,4.569257736206055,14.328416,6.453256,5.732746124267578
2194,4.176980018615723,14.133254,6.1874437,5.249032020568848
2195,3.145071506500244,14.5082245,6.546585,5.159249782562256
2196,3.7431178092956543,14.388302,4.7694,4.57882833480835
2197,3.9787850379943848,15.129196,4.96388,3.7185769081115723
2198,4.229591369628906,15.503828,5.5871162,3.9417150020599365
2199,3.01723313331604,15.437552,4.437231,4.459760665893555
2200,3.5409085750579834,15.577858,4.814457,4.25337028503418
2201,4.4848833084106445,16.709694,6.1967196,3.0898072719573975
2202,3.288966417312622,16.160086,5.296584,3.790644645690918
2203,3.950214147567749,15.342575,5.0990725,4.607830047607422
2204,3.932583808898926,15.014161,4.8375225,4.981362819671631
2205,4.1971940994262695,15.745646,5.484522,4.979301929473877
2206,2.7887978553771973,14.755115,5.235934,5.202559471130371
2207,4.176661014556885,14.274157,5.8965855,4.946934700012207
2208,2.8390374183654785,15.079372,6.2637844,4.325577735900879
2209,3.086595058441162,14.923729,6.247206,4.288074970245361
2210,3.533689498901367,13.483191,4.846961,4.973077774047852
2211,3.8341116905212402,13.793322,6.1359987,4.1884236335754395
2212,2.7279860973358154,14.644178,5.712364,4.263064861297607
2213,2.889227867126465,14.94628,4.228409,3.1326656341552734
2214,3.557875156402588,14.90517,3.680903,3.484874963760376
2215,4.832294940948486,13.948165,4.929484,2.538320779800415
2216,2.6921706199645996,13.261859,4.773727,3.5368223190307617
2217,2.8169822692871094,13.486129,5.0175023,3.5665667057037354
2218,2.720693826675415,14.1914835,5.8968744,3.4186511039733887
2219,2.771073818206787,13.350552,6.5716786,1.5335286855697632
2220,3.2932803630828857,15.07837,4.8953834,3.491854190826416
2221,3.804440975189209,16.067204,5.1774616,2.8625621795654297
2222,3.5564727783203125,15.757951,4.4769425,2.480084180831909
2223,4.582695960998535,16.153399,4.1658773,1.8018460273742676
2224,4.327627658843994,15.7912245,4.693236,3.1035804748535156
2225,4.560531139373779,14.473613,3.580695,2.4618046283721924
2226,4.382662296295166,13.447796,3.6875315,2.419725179672241
2227,4.331438064575195,13.731056,4.0916266,2.967128038406372
2228,4.162396430969238,13.809373,5.185149,3.809809923171997
2229,3.8252663612365723,12.407857,4.3988686,3.766209363937378
2230,4.05131721496582,11.93222,5.1143513,2.8637285232543945
2231,2.3192200660705566,12.284838,6.5194507,3.7230403423309326
2232,2.954481601715088,12.890341,5.83888,3.421370029449463
2233,2.2455835342407227,13.078709,7.1456633,2.569626808166504
2234,2.729292631149292,13.213872,6.124274,3.1991965770721436
2235,2.2541558742523193,12.092227,5.8697023,4.06187105178833
2236,2.945037364959717,11.584349,6.016636,3.0367016792297363
2237,2.2154080867767334,11.999703,5.5605655,3.0231151580810547
2238,3.2164790630340576,12.137793,4.7956076,2.096698760986328
2239,4.193577766418457,12.168176,5.9940495,2.7287139892578125
2240,4.1818060874938965,11.74642,4.6014833,2.3735034465789795
2241,4.707229137420654,13.282254,4.441159,3.3348591327667236
2242,5.476623058319092,12.754707,5.013394,2.6002886295318604
2243,4.684567451477051,12.323459,5.481088,2.033642053604126
2244,2.5117366313934326,12.501124,6.164374,2.3637826442718506
2245,2.890132427215576,13.37143,5.7108445,3.020108222961426
2246,3.2979025840759277,13.707757,6.0496106,2.505127191543579
2247,2.4788010120391846,13.750473,5.741179,2.754648208618164
2248,1.587067723274231,14.40776,6.4350657,3.4737980365753174
2249,2.3383572101593018,13.4955435,5.4613576,4.425638675689697
2250,2.9288032054901123,13.345756,5.7327466,3.74466872215271
2251,3.233403205871582,14.57142,5.8737497,2.8728444576263428
2252,3.8378658294677734,14.611852,5.4085584,3.495063066482544
2253,3.188838481903076,14.857923,4.502785,2.5714223384857178
2254,2.74127459526062,15.957621,5.558671,2.9313039779663086
2255,3.5253543853759766,16.127436,5.33948,3.556002616882324
2256,2.702204704284668,15.733598,4.867506,3.4637346267700195
2257,2.7040276527404785,17.793365,4.905394,2.0570530891418457
2258,3.5139195919036865,17.46608,5.5887985,3.236984968185425
2259,3.0787224769592285,17.165173,5.0849442,3.298302173614502
2260,1.6114006042480469,16.383472,5.7376537,2.187858819961548
2261,2.8199877738952637,15.554208,5.283772,2.3356852531433105
2262,1.9376835823059082,14.142913,5.480146,2.49782395362854
2263,2.0091564655303955,13.894821,6.519052,2.219611406326294
2264,1.7655549049377441,15.172491,7.026678,2.1905033588409424
2265,2.7490479946136475,14.127325,5.5755954,2.7513582706451416
2266,2.9304916858673096,15.92205,6.214464,2.2960829734802246
2267,1.780334234237671,16.203527,4.7757215,2.838772773742676
2268,1.744977593421936,14.479905,5.149803,2.442870616912842
2269,2.4873218536376953,16.160803,5.750842,0.7936069369316101
2270,1.5642492771148682,15.7976675,6.24548,1.2694727182388306
2271,2.752290725708008,14.283863,7.2238126,2.036221742630005
2272,3.596888303756714,13.706697,6.308049,2.0028045177459717
2273,3.6894595623016357,14.550978,5.855131,1.9425510168075562
2274,2.393089771270752,15.401997,5.481727,1.4283103942871094
2275,3.348963975906372,16.304632,5.8830266,1.1688474416732788
2276,3.215059757232666,16.342249,5.3221474,1.93075692653656
2277,3.1270570755004883,17.136896,6.003738,1.6726247072219849
2278,1.8958394527435303,17.776602,6.4840055,1.54096519947052
2279,1.7632626295089722,15.188301,6.390327,2.6860439777374268
2280,2.596585988998413,14.257819,6.0536466,1.8206477165222168
2281,2.3303394317626953,12.097702,6.5743823,1.0911375284194946
2282,2.4271974563598633,14.746289,6.480349,0.9921150803565979
2283,2.651618480682373,14.184519,6.119624,2.785067558288574
2284,1.6757179498672485,13.739792,6.6637626,1.9098107814788818
2285,3.017324686050415,14.328919,6.8771634,1.24777090549469
2286,3.1451196670532227,15.876725,6.6559386,1.6702693700790405
2287,1.8912420272827148,15.604679,8.823495,1.3797498941421509
2288,2.618147850036621,15.068123,8.151903,0.25669580698013306
2289,1.7473245859146118,15.050481,7.2028346,1.380885362625122
2290,2.2197351455688477,14.536319,7.503062,0.7721492052078247
2291,2.938256025314331,13.554532,6.908241,3.0967321395874023
2292,2.5061466693878174,14.173986,6.0387807,2.698383331298828
2293,1.428784966468811,15.373821,6.077623,1.5256805419921875
2294,1.7550523281097412,14.613856,7.508383,2.3270363807678223
2295,2.137864351272583,15.396252,6.691444,2.3493916988372803
2296,1.812807321548462,15.603896,6.6946673,1.553084135055542
2297,0.9484116435050964,15.309538,7.662723,1.2668308019638062
2298,0.9925016760826111,15.72367,8.6956835,0.6138466000556946
2299,0.6866886019706726,16.096704,7.89583,1.5182322263717651
2300,1.8493456840515137,16.533352,7.6964545,2.3565239906311035
2301,2.1818768978118896,14.903189,8.091777,1.9891033172607422
2302,2.479461908340454,16.140564,7.760647,2.5706212520599365
2303,2.228672742843628,16.490173,5.8578954,2.5619101524353027
2304,2.7019095420837402,15.022199,6.814612,2.1121325492858887
2305,1.2379828691482544,16.065851,6.4003115,2.257551431655884
2306,1.4119138717651367,16.49922,6.3613596,2.198423385620117
2307,0.27041128277778625,16.821735,7.9168,1.2878724336624146
2308,2.442323684692383,16.29009,8.273128,1.4261502027511597
2309,2.6844897270202637,15.059397,7.188456,2.031826972961426
2310,1.945658802986145,16.73459,7.401669,1.522762656211853
2311,1.923854947090149,17.617476,7.4953046,2.162243366241455
2312,2.8023290634155273,16.206814,8.729495,0.37846267223358154
2313,2.7787671089172363,15.79352,7.6518135,0.7551122903823853
2314,2.263354778289795,16.23126,8.282361,1.7236557006835938
2315,1.900046706199646,13.868543,9.204954,2.58186936378479
2316,1.3205366134643555,14.194628,7.44622,2.1380252838134766
2317,1.116468906402588,14.73179,8.198006,1.4180365800857544
2318,1.0546178817749023,15.967614,8.833108,1.3861247301101685
2319,2.137510061264038,16.671703,9.473141,1.8277807235717773
2320,0.8145604133605957,16.400541,8.132975,1.458461046218872
2321,2.15625,16.946428,7.311172,1.560779333114624
2322,1.972129464149475,17.477316,7.952141,0.5489581227302551
2323,1.8960713148117065,16.945747,8.100438,1.02774178981781
2324,1.8916867971420288,16.616217,7.0995383,1.250638484954834
2325,1.710550308227539,17.378813,7.785145,0.6288160681724548
2326,1.6570278406143188,17.48437,9.591704,1.4269397258758545
2327,0.7208614945411682,17.61861,11.019554,1.4082565307617188
2328,0.43704360723495483,17.583069,11.081523,1.971737027168274
2329,1.2844406366348267,20.069008,9.865532,0.5274836421012878
2330,1.4666002988815308,19.529156,11.054441,0.07324583828449249
2331,0.6993969082832336,18.89357,10.46913,1.2869315147399902
2332,1.6251351833343506,18.712608,10.071118,0.28492027521133423
2333,2.0282816886901855,17.473715,9.707701,0.11038024723529816
2334,1.8473012447357178,16.060675,9.581146,0.12439174205064774
2335,1.8432120084762573,14.005713,10.110703,1.566664695739746
2336,1.3765040636062622,15.887179,10.702994,0.8743751049041748
2337,1.7021336555480957,16.870466,11.756835,0.755165159702301
2338,1.5900609493255615,16.910774,13.182579,1.072372555732727
2339,1.7798892259597778,16.576258,12.589946,0.9967005848884583
2340,2.1264586448669434,17.162773,11.538262,1.1333656311035156
2341,2.435391664505005,17.083958,12.5648575,1.153092384338379
2342,2.699925422668457,15.925273,13.259507,0.6376014947891235
2343,0.6336648464202881,15.349353,13.565993,0.42988914251327515
2344,1.062778115272522,16.993414,14.164919,0.43772628903388977
2345,0.20669732987880707,15.806773,14.081077,0.5874219536781311
2346,0.29815641045570374,17.419022,13.351483,0.5048336386680603
2347,0.6432704925537109,17.843374,12.473714,1.301619529724121
2348,1.6249403953552246,17.750166,13.597975,0.9880744814872742
2349,0.8001609444618225,18.45088,14.565055,0.7694223523139954
2350,1.27842116355896,20.180109,15.15492,1.4087494611740112
2351,1.3421669006347656,20.135895,14.9054365,1.3133379220962524
2352,1.3770673274993896,19.7024,15.052034,0.28863203525543213
2353,0.5866729021072388,17.80664,13.688187,0.0
2354,0.9706767201423645,16.07611,13.34132,0.8981587886810303
2355,1.3745099306106567,14.655287,14.704466,0.9211581945419312
2356,0.018629522994160652,15.215919,15.691819,0.0353485569357872
2357,0.5259135961532593,14.864582,15.90962,0.49467161297798157
2358,1.4329967498779297,13.650225,16.033882,1.3609627485275269
2359,1.2905281782150269,14.011154,16.025532,0.8721296191215515
2360,0.07065951824188232,14.555371,16.333183,1.02090585231781
2361,0.49767136573791504,15.208369,15.383652,0.2090436816215515
2362,1.302170753479004,13.575887,14.217103,0.5591700673103333
2363,0.0,12.513642,16.898958,0.21370255947113037
2364,0.8163325190544128,12.7568445,18.598173,0.9002918004989624
2365,0.4873620569705963,12.1716,17.504618,0.47535040974617004
2366,0.218966543674469,13.45431,18.092646,0.1716972291469574
2367,1.1773985624313354,12.867132,19.438837,1.019281029701233
2368,0.0,13.157683,19.617842,0.5241255760192871
2369,0.980094313621521,12.315435,19.51412,1.1412508487701416
2370,1.6386277675628662,13.13338,18.61733,1.6147876977920532
2371,0.6082931160926819,11.780105,18.313517,0.0
2372,0.46751344203948975,12.366348,16.73181,0.0
2373,0.3515501916408539,13.875551,17.152664,0.3113158643245697
2374,0.49734845757484436,12.658934,17.853159,0.5369871258735657
2375,0.8002371788024902,13.528403,18.840374,0.18349352478981018
2376,0.6645297408103943,14.40373,21.74417,0.7262752056121826
2377,0.854494035243988,14.073986,23.719135,1.1875120401382446
2378,0.47933852672576904,14.869821,21.507019,0.45857882499694824
2379,0.4387870132923126,13.729929,18.512419,0.0
2380,0.7119743227958679,14.296268,17.913912,0.8166928291320801
2381,1.1370190382003784,13.001133,18.061584,1.0534173250198364
2382,1.0428186655044556,13.929395,19.055927,0.5421096682548523
2383,0.7009130716323853,13.000378,18.041584,0.7017641067504883
2384,0.0,14.750303,18.037067,0.2497912049293518
2385,0.4938333034515381,13.898235,18.722637,0.46280521154403687
2386,1.1018781661987305,14.498878,17.994417,0.3586901128292084
2387,0.0,16.469692,17.790264,0.47717756032943726
2388,0.09881109744310379,17.231535,20.354603,0.6872555613517761
2389,1.4947530031204224,17.820892,20.068996,0.8548591732978821
2390,0.9157305359840393,18.846516,17.047142,0.9497551321983337
2391,0.6737582087516785,17.779972,16.821648,0.3362714648246765
2392,0.20767414569854736,16.478838,17.000553,0.0
2393,0.6529423594474792,14.7633915,16.611687,0.4590771794319153
2394,0.9049936532974243,15.914978,19.25578,1.4229788780212402
2395,0.3424217104911804,15.87886,16.959599,0.48941072821617126
2396,0.6235137581825256,16.02608,16.696426,0.0
2397,0.386264443397522,15.857458,16.865784,0.0
2398,0.7024463415145874,15.556864,16.407185,0.8686426281929016
2399,0.3549211025238037,16.217943,17.898924,0.19263355433940887
